target,f1,f2,f3,f4,f5,f6
0,127,564.8,-45,49,27.8,275.2
41.9,114.6,564.7,-48,48,22.3,282.2
0,82.5,172.6,-31.4,88,14.2,84.4
32.9,107.8,498.9,-44.1,18,21.6,267.7
33.4,111.2,851.7,-30.7,18,22,345
47.4,101.6,222.6,-26.9,37,18.2,121.2
0,73.1,152.5,-22.9,57,12.9,97.7
10.3,96.1,171.8,-40.1,35,18.3,93.1
32,76,151.7,-27.2,69,13.4,97
27.4,211.1,1924.4,-48.6,71,40.3,674.6
43.9,96,380.5,-37.5,45,18,205.4
39.1,90.7,112.4,-30,28,15.6,65.4
0,163.1,2554.2,-94.9,232,35.3,980.4
41.6,225.7,5158.2,-114.6,137,54,1806.7
0,91.6,307,-50.8,44,17.8,174.6
48.9,77.3,120.7,-27.5,83,13,69.4
19.7,52.4,43.8,-13.8,17,8.8,29.2
43.6,111.6,527.3,-38.6,53,22.4,219.2
38.6,78.1,128.3,-27.4,15,13.2,80.6
0,188.8,3309.2,-81.7,49,39.6,1111.4
47.9,93.9,306.2,-32.6,123,17.1,174.7
20.9,61.6,74,-16.3,50,9.3,54.5
25.5,95.1,100.9,-24.4,40,15.4,58.7
46.9,94.5,381.7,-36.7,42,18,205.4
26.1,248.9,2758.3,-101,120,53.7,835
38.2,99.2,174.4,-38.2,74,17.2,97.3
32.1,64.8,50.9,-22.5,49,10.7,34.6
32.8,158,1105.1,-60.6,39,32.2,461.9
17.1,105.2,331.2,-44.3,44,23.4,158.1
37.3,140.7,998.4,-59.1,171,28.1,406.1
18,23.9,0.7,-3.1,96,3.3,0.5
16.9,116.9,363,-30.9,24,23.4,158.1
14.2,58.5,48.3,-11.9,22,8.5,34.3
0,48.9,76,-14.7,9,8.8,58.2
22.4,88.4,249.7,-31.2,33,15.7,151.9
46.5,86.4,258,-26.5,49,15.6,136.4
0,186,1827.3,-103.1,172,35.6,553.9
0,94,103.7,-39.2,34,15.9,58.4
46.2,66.2,125.9,-16.6,39,10.5,76.5
0,124.1,297.5,-44.8,24,17.6,102.1
21.6,111.5,378.7,-35.8,120,20.5,175.1
10.1,24.8,0.5,-6.3,6,3.3,0.5
36.6,93.6,514.9,-30.9,37,18.8,259.9
0,87.1,319.4,-58.4,35,15.9,169.1
19.3,40.2,22.7,-10.9,20,5.4,16.5
46.8,66.8,85.7,-16.4,21,10.2,51.6
37.6,242.1,2562,-125,80,54,887
0,60.4,32,-38.6,15,12.7,27
38.7,78.4,128.6,-28.1,15,13.2,80.6
17.8,56,35.4,-7.7,47,5.1,13.2
20.9,90.3,208.2,-14.4,0,16.3,116.2
0,141.9,1019.9,-69.1,33,31.4,452.1
0,147.8,1043.3,-77.8,49,33.3,452.9
22.4,57.2,76.6,-18.5,72,10.4,45.7
11.5,90.7,171.9,-42.7,36,18.3,93.1
28.3,97.6,174.3,-38.4,81,17.2,97.3
0,96.2,256.6,-30.9,26,16.8,130.9
49.8,129.1,451.5,-58.9,57,27.3,206.1
0,82.4,208,-47.8,32,17.5,117.1
23.6,124.2,748.1,-40.1,26,24.9,363
29.6,112.5,857,-27.2,19,22,345
0,102.2,446.5,-40.6,104,20.8,232.4
0,84.6,177.3,-47.2,12,14.8,85
38.3,71,104.6,-24.7,20,10.9,68.9
21.9,213.2,1712,-78,118,44.9,553.7
0,64.1,70.1,-21.3,18,11.3,48.3
0,79.2,108.1,-21.8,27,13.3,55.4
43.6,134.5,468.5,-58,66,27.3,206.1
44,49,11.1,-7.6,31,5.1,10.2
35.3,94.2,257.7,-33.4,39,17.4,141.5
49.9,147.7,795.9,-70,67,32,346.6
0,115.7,666.9,-56.8,47,25.7,313.2
24.9,66.1,120.9,-18.1,8,10.5,76.5
0,77,180.3,-18.8,51,13.8,102.4
0,46.7,35.5,-22.7,44,7.5,27.1
0,107.8,354,-44.7,167,20.2,152.3
16.1,78.1,94.5,-30.5,100,13,49
23,183.2,1611.3,-65.6,77,35.2,674.4
30.3,110.3,875.8,-25,16,22,345
0,172.7,1448,-107.8,80,39.7,585.3
14.6,108.5,698.7,-54,134,24.7,337.3
45.8,96.8,523.4,-25,23,18.8,259.9
32.4,135.9,924.4,-46,74,25.4,388.5
0,108.2,587.5,-45.8,40,24.6,297.8
38.3,97.1,344.7,-36,70,17.6,192.2
0,155.8,1156.6,-80,156,33.3,363.4
18.7,195.4,1474.1,-99.7,65,44.9,553.7
20.7,108.2,536,-39.8,66,22.4,219.2
40.2,60.4,72.6,-15.8,48,9.3,54.5
45.9,116.9,712.2,-61.9,33,26.2,321.1
0,52.8,70.1,-13.4,5,8.7,47.9
37.2,131.1,795.9,-40.7,49,27.2,353.9
27,58.7,75.8,-18.8,67,10.4,45.7
45.9,92.7,380.7,-38.2,38,18,205.4
0,77.1,273.1,-24.3,38,16.6,152.2
0,133.5,493.7,-32.6,53,27.4,181.3
0,104.1,693.9,-47,74,22,353
0,133.4,1585.7,-75.5,29,28.3,672.7
41.3,56.8,111.3,-18.9,28,10.2,76.4
0,66.3,102.5,-22.3,36,12.1,61.9
21.8,122.2,508.7,-49.9,37,23.4,246.4
49.9,69.6,85,-15.6,19,10.2,51.6
0,59.3,110,-23.3,48,10.4,76.4
36.5,97.7,324.5,-34.8,87,17.6,192.2
36.1,97.4,258.5,-34,29,17.4,141.5
34.3,132.6,912.1,-54.2,55,25.4,388.5
0,128,699.2,-68.8,63,26.5,305.3
30.5,135.7,495.7,-57.6,20,21.5,218.8
31,96.2,169.4,-39.3,82,17.2,97.3
45.9,101.1,339.7,-35.1,95,17.6,192.2
35.6,165.6,1100.7,-51,37,32.2,461.9
33.6,96.1,265.4,-24.4,13,16.6,141.4
31.4,132,754.3,-38.9,47,26.4,321.7
18.8,40.8,14.8,-9.4,41,5.2,13.3
0,103.8,185.8,-35.1,21,20.4,98
0,202.1,2568.7,-99.7,257,40.7,847.4
26,83,252.1,-32.3,27,15.7,151.9
41.9,229.9,5154.7,-116.7,144,54,1806.7
19.3,124.6,734.7,-33.7,26,24.9,363
35.1,137.8,623.4,-58.1,34,24.7,275.4
40.3,73.9,41.7,-22.2,71,10.1,24.9
21.3,91.1,511.5,-37.8,31,18.8,259.9
0,80.7,455,-48.6,42,17.2,245.5
0,220.7,2124.4,-142.2,64,58.6,747.2
22.1,62.5,74.9,-16.2,48,9.3,54.5
32.6,82.2,96.3,-28.8,20,13.8,55.4
37.3,106.5,266.7,-8.7,0,15.8,140.3
0,103,325.2,-64.2,96,20.5,163.7
32.9,111.4,859.1,-35.6,19,22,345
27.1,189.1,2517.8,-129,76,54,887
30.6,68.1,54.5,-21.8,57,10.7,34.6
0,147.1,2098.3,-89.2,82,36.6,846.8
34.2,106.5,378.7,-41.9,105,20.5,175.1
34.3,107.3,384.2,-37.8,33,19.3,211.8
28.9,64,103,-30.9,15,10.9,68.9
34.3,145.9,962.8,-57.3,48,29.4,424.9
18.9,38.8,14.4,-9.7,41,5.2,13.3
0,74,149.7,-27.3,70,13.1,97.1
0,128.4,758.9,-67.2,30,27.5,362.5
29,155,595.3,-47.6,35,21.5,218.8
13.6,54.1,43.5,-8,16,8.8,29.2
32.9,104.4,568.4,-45.3,144,21.7,290.4
0,167.2,1206.5,-94.1,42,37.9,482.5
33.8,136.3,809,-57.1,55,27.2,353.9
37.5,87.2,110.3,-34,34,15.6,65.4
13.8,56.9,51.3,-14.6,22,8.5,34.3
33.7,112.2,848.1,-28.5,22,22,345
0,127,497.9,-66.2,53,28.8,225.8
11.4,50.5,42.6,-16,13,8.8,29.2
49.2,37.8,21.7,-5.7,6,4.3,16.1
40,60.5,112.4,-18.9,25,10.2,76.4
0,201.8,2406.6,-132.9,126,55.5,848.6
36.4,54.9,71.3,-16.9,53,9.3,54.5
0,140.9,1035.6,-78.5,45,28.8,434.4
46.2,93.7,305.7,-32.6,113,17.1,174.7
0,99.1,182.6,-41.6,30,16.5,101.8
46.9,91.5,380.2,-38.3,39,18,205.4
24.7,53.5,41.9,-11.8,13,7.9,31.7
48.6,237.8,2820.3,-94.8,72,46.8,927.6
42,64.1,114.5,-19,23,10.2,76.4
14.2,59.4,48.3,-16.9,24,8.5,34.3
36.2,50.7,29.7,-12,45,6.7,22.4
47,92,377.6,-38.2,41,18,205.4
26.6,156.7,906.4,-19.9,53,22.3,205.9
0,175.1,639.5,-67.5,68,29.2,275.6
29.1,75.1,95.3,-26.1,18,12.3,62.1
36.8,92.9,276.3,-29.9,102,15.8,140.3
0,51.9,31.4,-22.4,24,8.9,22.3
15.5,25.7,0.5,-4.5,8,3.3,0.5
0,123.7,755.2,-62.5,33,26.2,321.1
19.7,86.5,121.8,-24.5,80,12.8,69.3
29,70.1,133.4,-15,16,9.6,80.4
0,119.6,821.7,-70.8,169,29.5,355.1
0,150.6,960.5,-85.2,183,34,363.3
0,72.6,162.9,-36.3,30,13.9,101.7
16.2,112.9,1135.1,-40,45,23.5,490.5
0,202.3,2053.6,-109.6,106,40.3,698.3
13.6,92.2,175.7,-42.7,32,18.3,93.1
0,50.3,39.4,-27.7,5,9,27.1
0,136.8,536.3,-49.8,143,23,219.6
48.1,270.5,2566.1,-94,88,53.7,835
0,109.8,185.7,-54.2,29,21.4,98.2
33.6,84.9,285.6,-28.6,86,15.6,152.1
27.9,109.6,835.9,-21.7,25,22,345
43.3,103.6,550,-15.1,47,18.8,259.9
0,80.4,90.5,-26.1,26,14.6,52.3
39.9,111.3,901.9,-74.3,57,25.4,388.5
47.5,104.9,589.6,-45.2,84,21.7,290.4
23.8,161.5,1156.9,-53.1,57,27.1,442.6
31.3,25.1,0.5,-2.7,96,3.3,0.5
30.7,206.9,1451.8,-55.9,70,44.9,553.7
40.2,87.6,114.1,-31.1,40,15.6,65.4
0,142.3,1264.4,-101.5,59,34.8,502.2
27.5,87.5,389.1,-42.7,30,19.6,188.5
21.5,53.2,36.1,-8.2,48,5.1,13.2
40.3,123.9,596.9,-23.7,52,22.3,282.2
0,146.9,1089.4,-75,29,33.8,434.7
24.6,155.6,1162,-50.2,61,27.1,442.6
20,129.9,509.8,-43.2,33,23.4,246.4
34.5,71.9,140.4,-24.2,91,12,80.9
25.4,139.1,501,-20,63,22.3,205.9
24.2,39.8,14.1,-9.3,32,5.2,13.3
16.8,40.2,21.2,-10.5,22,5.4,16.5
31.5,135.7,568.5,-32.6,62,22.4,219.2
26.5,227.1,4748,-136,50,48.3,1550.5
0,65.1,121.1,-20.8,12,12.9,76.7
24.1,80.9,96,-29.2,98,13,49
41.4,133.1,468.9,-58.5,63,27.3,206.1
50,131.4,597.8,-20.7,48,22.3,282.2
38.5,99.4,386.8,-39.7,32,19.3,211.8
19.8,217.8,1677.1,-70.7,86,44.9,553.7
0,138.6,936.3,-63.3,25,27.1,415.8
21,64.6,133.2,-15.8,14,9.6,80.4
34.5,93.5,257.4,-31.7,25,17.4,141.5
46.4,93.7,308,-32.9,129,17.1,174.7
36.2,90,264.5,-14.4,24,16.6,141.4
42.4,101.1,347.8,-42.6,122,20.8,169.1
31.2,135.4,930.8,-50,74,25.4,388.5
35.2,189.4,1608.1,-90.3,90,38.8,629
8.5,25.5,0.5,-4,6,3.3,0.5
33.5,82.1,98.5,-28.6,27,13.8,55.4
0,105.1,598.2,-56.7,45,21.3,305.1
27.3,73.1,141.2,-23.6,90,12,80.9
17.4,48.9,34.9,-9.1,49,5.1,13.2
29.1,117.5,477.3,-55.1,23,21.5,218.8
39,130.2,758.3,-55.7,30,26.2,321.1
40.2,140.9,626.8,-10.5,53,22.3,282.2
0,82.5,92.5,-26,16,12,48.3
30.2,91.7,392.7,-22,16,19.6,188.5
0,172.9,1113.6,-76.3,217,35.8,433.8
17,57.2,41.2,-15.7,126,8.8,31.8
45,261.8,4910,-122,51,48.3,1550.5
49.7,86.4,110.5,-32,31,15.6,65.4
36.2,79,201.8,-30.3,67,14.5,115.6
48.8,93.2,312.5,-31,89,17.1,174.7
27.1,74.8,95.2,-25.2,18,12.3,62.1
12.2,51.1,42.4,-12.3,14,8.8,29.2
35.6,204.4,3388.1,-63.2,83,46.2,1156.3
46.2,129.9,726.2,-54.6,47,26.2,321.1
0,155.3,934.9,-75.5,184,33.7,380.3
23.5,55.5,43.1,-10.9,10,7.9,31.7
49.4,93.7,241.4,-28.4,26,15.4,125.2
22.4,52.7,33.2,-7.7,46,5.1,13.2
47.2,159.3,1078.9,-50.8,42,32.2,461.9
0,89.5,249.6,-50.5,37,16.4,141
0,215.9,3995.1,-154.1,105,50.2,1282.2
31.1,200.4,2452.7,-119,79,54,887
47.2,97.6,330.6,-38.7,35,16.6,141.4
40,60.4,110.5,-18.8,28,10.2,76.4
37.4,55.9,29.5,-11.1,39,6.7,22.4
24.6,63.9,74,-14.8,48,9.3,54.5
25.4,63.7,136.6,-15.8,16,9.6,80.4
46.6,88.9,292.1,-34.1,36,17.9,162.6
0,72.3,111.5,-37.6,59,13.2,65.7
0,85.5,346.6,-43.3,102,17.1,198.8
0,48.6,49.1,-30.8,35,7.9,36.7
27.2,115.9,1130.6,-29.6,48,23.5,490.5
0,61.5,63.5,-21.5,15,9.1,42.6
27.2,84.1,120,-25.4,80,12.8,69.3
36.5,177.7,1129.1,-58.9,40,32.2,461.9
49,50.6,40.9,-12.7,16,7.2,34
0,102,477,-53.4,28,21,245.8
33.1,108.8,493,-36.1,20,21.6,267.7
31.6,45.1,20.3,-10.3,5,6.3,16.6
39.6,73.7,265.1,-27.5,73,15.6,152.1
24.4,83.6,105.6,-29.3,98,13.9,58.7
44.1,86.5,506.9,-48.7,22,18.8,259.9
0,102.5,313,-40.2,49,24.2,146.9
31.5,43,20.7,-10.6,5,6.3,16.6
0,116.5,1314.9,-51.2,71,29.7,573.4
0,137.6,838.4,-74.6,27,26.1,345.4
30.7,148.1,550.9,-59.8,37,21.5,218.8
35.3,94.4,389.9,-15.3,21,19.6,188.5
25.6,39.3,19.4,-11,6,6.3,16.6
0,60.9,87.3,-21.4,4,12,51.8
49.2,75.1,99.2,-18.6,68,10.7,51.7
46.2,86,225.1,-47.9,38,18.2,121.2
41.8,66.9,39.1,-23.8,72,10.1,24.9
46.9,97.9,382.3,-37.4,43,18,205.4
47.5,41.9,12.5,-9.3,34,5.1,10.2
45.5,91.3,285.9,-34.5,36,17.9,162.6
22.2,121.9,507.3,-52.5,36,23.4,246.4
25.1,218.3,4146.4,-99.1,70,47.3,1412.5
0,84.9,55,-20.5,47,10.7,27.6
37.2,99.1,312,-33.4,82,17.6,192.2
22.6,65.3,121.1,-18.2,5,10.5,76.5
27.7,87.4,253,-31.5,33,15.7,151.9
48.9,106.6,277,-32.2,22,17.4,141.5
42.4,136.7,528.7,-61,52,28.8,233.4
13.2,84.9,120.8,-25,86,12.8,69.3
37.7,99,276,-34.4,30,19.4,152.1
35.7,179.2,1596.2,-97.1,89,38.8,629
37.2,94.1,255.6,-34.1,29,17.4,141.5
38.7,64,38.3,-24.6,68,10.1,24.9
41.4,91.8,117.8,-30.1,42,15.6,65.4
35.6,45.6,39.8,-13.8,10,7.2,34
0,50.1,49.5,-13.7,34,7.7,34
41.3,137.6,671.3,-28.6,57,22.3,282.2
47,226.3,2788.6,-98.1,77,46.8,927.6
0,99.1,168.9,-47.6,20,17.5,85.1
0,82.7,112.3,-22.1,22,13.5,58.7
27,92,272.7,-27.1,24,15.6,136.4
0,87.8,168.7,-24.8,26,16.3,93.2
27.2,109.8,835.6,-18.4,24,22,345
0,116.8,247.8,-44,79,25.1,126.1
48,107.2,273.5,-41,68,21.4,146.9
27.8,71.3,92.7,-31.6,16,13.8,55.4
27.9,110.2,835.9,-13,25,22,345
17,38.9,14.4,-9.6,42,5.2,13.3
0,110.2,467.8,-58.8,38,21.6,206
22.3,143.3,699.5,-30.6,76,22.4,219.2
0,103.5,429.3,-73.8,15,19.1,193.3
47,55.8,32,-36,12,8.6,20.5
29.9,86.5,255,-32,23,15.7,151.9
38.6,80.6,128.6,-26.9,15,13.2,80.6
0,216.8,4086.3,-115,66,41.2,1052.4
32.9,107.3,864.7,-28.1,12,22,345
33.6,98.7,258.6,-33.9,24,17.4,141.5
47.3,94.3,305.1,-31.9,79,17.1,174.7
0,111.9,553.2,-61.7,35,22.6,253
13.9,82.1,118.4,-25.7,80,12.8,69.3
0,210.6,2739.1,-102.9,69,42.8,913.4
0,356.1,10113.8,-134.2,185,72.7,2672.5
0,63.4,175.7,-29.2,8,11.5,110.6
43.8,135.2,548,-29.1,71,22.4,219.2
49.1,38.5,21.6,-5.9,7,4.3,16.1
17.8,55.1,43.4,-14.2,18,8.8,29.2
31.7,130.6,520.1,-37.4,41,23.4,246.4
39.9,68.9,40.7,-22.4,70,10.1,24.9
49.4,60.7,63.8,-17.8,21,9.5,42.7
19.4,25.4,0.5,-2.7,96,3.3,0.5
22.3,218.5,4093,-87,66,47.3,1412.5
0,172.4,2633.5,-86.2,41,41.2,873.2
32.9,73.5,140.5,-23.1,92,12,80.9
33,79,204.7,-25.6,5,11.9,97.3
32.3,137.8,523.8,-29.3,39,23.4,246.4
28.3,41.3,19.4,-10.9,6,6.3,16.6
27.8,68.5,53.1,-21.7,65,10.7,34.6
0,212.9,4326.8,-587.7,306,39.9,1127
27.1,73,140.9,-23.1,97,12,80.9
42.6,48.3,41.6,-13.3,15,7.2,34
0,112.7,666.2,-45.7,39,19.8,246
24,53.6,44.6,-8.1,15,8.8,29.2
0,164.6,3179.9,-96.6,68,39,1155.7
31.5,60.2,76,-18.8,67,10.4,45.7
20,53.1,42.3,-13.1,10,7.9,31.7
35.4,129.9,605.9,-38.5,43,24.7,275.4
38.1,50.2,40.7,-13.3,11,7.2,34
27,134.4,519.6,-34.7,36,23.4,246.4
0,79.1,109.4,-21.8,21,13.2,58.6
45.5,103,520.9,-33,32,18.8,259.9
42.9,76.9,90.4,-18.6,68,10.7,51.7
20.9,86.6,104,-27.9,82,13.9,58.7
27.5,136.9,598.2,-52,28,24.7,275.4
15.6,61.8,47.6,-8,23,8.5,34.3
36.6,103.3,385.3,-39.3,33,19.3,211.8
20.4,66.5,52.4,-13.1,8,7.9,29.2
44.7,82.4,46.5,-27,24,13.1,27.1
30.7,142.5,511.7,-40.4,42,23.4,246.4
28.2,103.9,489.4,-54.5,35,21.6,267.7
22.7,68.7,133.9,-15.5,18,9.6,80.4
15.8,40,21.7,-10.4,20,5.4,16.5
24.2,60.6,72.4,-16.3,50,9.3,54.5
44,142.7,693.6,-44.1,66,22.4,219.2
39.4,114.6,603.3,-60.3,35,22.3,282.2
0,82.9,193,-26.5,261,15.3,97.9
0,176.4,2789.9,-114.3,70,45.4,1112.7
0,111,383.9,-75.9,67,23.1,169.5
25.5,95.7,239.2,-4.6,13,16.6,111.1
10.2,25,0.5,-5.4,6,3.3,0.5
0,65.7,100.7,-29.8,257,10.9,58.7
12.2,91.6,173.2,-42.3,37,18.3,93.1
36.3,104.2,389.6,-41.2,27,19.3,211.8
29,97.8,390.5,-20,22,19.6,188.5
0,132.3,731.5,-84.2,68,27.8,313.6
0,175.1,1132.7,-81.9,81,38.8,434.4
0,130.1,1439.6,-70.6,188,30.8,605.7
20.3,46.3,23.1,-9.3,46,5.1,13.2
39,73.9,266.8,-27.1,78,15.6,152.1
0,95.4,300.7,-52.8,36,17.9,146.9
0,117.2,359.2,-42.7,74,22.6,152.6
0,202.9,4295.2,-102.6,296,47.9,1157.8
48.1,50.6,43.3,-9.1,36,6,24.3
26.5,93.1,392.9,-40.6,24,19.6,188.5
39.3,80.3,95.6,-28,20,13.8,55.4
44.8,104.1,344.9,-43.4,133,20.8,169.1
47.5,70.5,88.5,-13.9,21,10.2,51.6
27.2,70.3,50.9,-20,70,10.7,34.6
14.3,52.4,41.4,-12.6,19,8.8,29.2
47.8,75.8,90,-16.6,28,10.2,51.6
40.5,84.5,203.2,-35,94,16.3,116.2
0,98.8,187,-40.9,81,13.7,84.9
0,138,1130.7,-83.7,191,32.2,443.4
33.3,92.3,369.1,-40.7,45,19.6,199.7
0,99.3,221.5,-34,53,17.6,107.1
19.5,168,1627.9,-74.9,85,35.2,674.4
0,130.8,806.2,-61,42,29.9,346.3
34.9,56.9,70.3,-16.5,48,9.3,54.5
46.4,104.6,352.1,-42.2,110,20.8,169.1
26,125.9,374.5,29.8,33,23.4,158.1
31.8,80,123.4,-30.2,93,13.6,61.9
0,67.4,52.4,-24.4,70,10.7,34.6
18.6,212.3,1474.7,-72.6,89,44.9,553.7
27.1,151.1,602,-64.8,148,30.5,261
0,154.6,1614.5,-87.5,59,35.3,618.6
0,353.8,10715.9,-231.2,258,81,2536.4
30.6,117.3,517.7,-35,29,21.6,267.7
30.8,69.1,53,-21.3,55,10.7,34.6
34.8,75.5,155.2,-27.7,77,13.4,97
0,64.3,132.5,-16.9,10,9.6,80.4
34.3,59.4,115.7,-18.5,32,10.5,76.5
42.4,58.3,111.2,-19.1,31,10.2,76.4
32.8,67.8,105.2,-30.7,11,10.9,68.9
12.1,52.3,42.3,-15.9,13,8.8,29.2
32.7,149,843,-23.1,69,22.3,205.9
30.9,143.7,715.2,-29,77,22.4,219.2
35.7,54.6,35.4,-8,50,5.1,13.2
0,69.1,78.3,-25.5,63,10.9,48.5
35.7,191.9,1612.6,-94.6,87,38.8,629
0,154.2,1503.5,-81.3,197,36.8,564.4
44.3,127.4,589.7,-12.5,46,22.3,282.2
16.8,121.6,733.4,-50.8,25,24.9,363
29.4,56.4,74.4,-19.5,75,10.4,45.7
29.5,68.7,51.7,-21.1,57,10.7,34.6
44.2,42.1,14.2,-8.9,25,5.1,10.2
0,87.2,118.6,-27.9,23,15,69.4
23.5,71.4,136.6,-14.6,16,9.6,80.4
0,237.1,4348,-90.5,98,47.2,1128.2
33.3,47.2,31.1,-11.9,33,7.1,24.9
0,256.1,4007.3,-174.4,207,54.6,1220.9
38.1,102.6,376.9,-43.8,33,19.3,211.8
31,108.5,386.1,-37.8,22,19.3,211.8
0,152.8,1076.4,-100.5,244,35.7,462.3
0,179.8,2295.6,-90,102,36.6,795.6
0,56.9,27.3,-41,19,9.6,20.4
16.8,49.6,27.9,-12.8,52,6.7,22.4
40.6,59.6,111,-19.4,23,10.2,76.4
44.2,93.6,125,-26.2,87,13.6,61.9
17.2,120.2,734.5,-46.1,30,24.9,363
20.5,39.9,14.5,-9.9,42,5.2,13.3
0,139,784.3,-83.6,75,25.6,290.2
31,66.4,50.9,-21.7,49,10.7,34.6
0,97.4,97.6,-29.8,21,14.7,58.5
32.4,145,954.6,-57.2,52,29.4,424.9
29.7,133.9,504,-47.8,20,21.5,218.8
24.2,208,4100.5,-84,63,47.3,1412.5
43.6,85.9,280.3,-26.8,85,15.6,152.1
44.3,92.4,247.5,-28.4,22,15.4,125.2
0,66.2,22.6,-8.5,14,9,13.2
38.8,143.6,952.7,-57.2,35,29.4,424.9
13.1,57.4,49.7,-8.8,26,8.5,34.3
32.6,84.8,124.3,-26.3,75,13.6,61.9
25.6,204,2493.1,-129,100,53.7,835
28,85.4,124,-28.9,86,13.6,61.9
38.3,80.5,98.1,-23.8,14,12.3,62.1
45,135.1,519.6,-57,63,28.8,233.4
0,122.1,333,-38.6,121,19.8,158
33,147.5,949.3,-56.5,41,29.4,424.9
30.2,25,0.4,-2,96,3.3,0.5
35.8,240.8,2692.4,-113,80,54,887
41.6,104.2,279.6,-24.7,26,19.4,152.1
41.7,138.5,1408.2,-60.5,159,30.8,605.7
49.4,76.3,43.6,-28.4,27,13.1,27.1
34.8,97.8,270.2,-33.3,30,17.4,141.5
30,109.3,270.4,-43.4,44,21.4,146.9
17.4,24.6,0.5,-1.8,6,3.3,0.5
0,137.8,1285.2,-76.7,75,34.6,542
42.5,127.1,760.6,-54.5,50,26.2,321.1
33.8,87.7,139.5,-28.9,7,14.8,72.9
31,88.9,166.5,-27.3,81,14.2,84.4
48.8,68.6,86.7,-16,17,10.2,51.6
33.6,167.8,1610.9,-128,83,38.8,629
12.2,23.3,0.5,-3.4,12,3.3,0.5
0,124.2,516.7,-72.8,56,30.2,240.3
45.9,92,381.6,-38.3,37,18,205.4
25.3,131.2,1156.7,-28.2,37,23.5,490.5
0,67.9,60.7,-27.4,4,7.6,31.8
0,144.4,283.4,-67.4,47,27.6,116.9
0,161.4,2043.6,-103.9,158,35.4,782.3
32.1,71.7,142.3,-23.5,79,12,80.9
12.8,85.3,121.4,-25.1,93,12.8,69.3
24.1,161.7,1613.9,-76.4,70,35.2,674.4
0,142.8,1522,-84.5,45,30.8,596
0,66.3,47.4,-33.6,19,10.5,29.5
19.2,24.1,0.5,-3.6,8,3.3,0.5
0,177,822.3,-80.1,78,34.2,313.8
0,82.7,246.5,-30.6,34,16.6,146.3
22.4,133.8,512.1,-24.8,35,23.4,246.4
19.6,219.5,4104.6,-96.3,63,47.3,1412.5
10.5,57.9,49.1,-14.8,22,8.5,34.3
44.5,64.8,102.7,-21.5,15,10.9,68.9
0,210.8,2086.5,-91.9,92,43,698.4
40.4,59,111.5,-19.1,23,10.2,76.4
39.1,72.1,41.1,-22.4,70,10.1,24.9
15.4,40.1,21.8,-11.3,20,5.4,16.5
8.2,24.3,0.5,-4.5,8,3.3,0.5
16.8,116.5,368.5,-38.8,24,23.4,158.1
0,56.4,26.5,-13.4,6,8,22.6
35.2,146.7,1138.3,-59.2,54,27.1,442.6
20.6,61.8,52.2,-22.2,8,7.9,29.2
22.1,83,95,-28.4,100,13,49
13.2,53.2,42.5,-12.6,15,8.8,29.2
15.6,40,21.7,-10.9,20,5.4,16.5
37.1,141.6,423.9,-17.5,56,23.4,158.1
40.8,105.8,540.4,-18.5,36,18.8,259.9
17.7,160.5,1642.9,-76.8,80,35.2,674.4
19.5,164.9,1617.8,-71,72,35.2,674.4
33.7,102.6,853.3,-24.9,22,22,345
0,99.8,285,-47.9,78,17.4,141.8
43,87.5,176.2,-27.8,76,14.2,84.4
48.3,77.7,45.9,-27.2,31,13.1,27.1
0,147.2,951.5,-82.1,35,28,354.3
27.1,197.1,2278.4,-95.9,107,53.7,835
30.5,97.7,519.1,-21.9,27,18.8,259.9
19.7,41.2,14.9,-9.3,37,5.2,13.3
36.5,106.6,376.1,-40.9,96,20.5,175.1
28.7,92.1,253.6,-7.7,15,16.6,111.1
40.3,70.4,40.7,-23.5,72,10.1,24.9
44.1,89.2,114.5,-30.2,38,15.6,65.4
0,97.3,213,-35.5,74,15.4,111.6
30.9,45.5,19.5,-10.2,11,6.3,16.6
17.2,127.8,385.8,-19.1,21,23.4,158.1
35.1,96,263.8,-33.4,30,17.4,141.5
29.9,24,0.5,-5.9,92,3.3,0.5
45.5,36.8,20.4,-5.7,9,4.3,16.1
47.4,85.2,258.8,-24.2,45,15.6,136.4
28.4,93.7,101.5,-16.9,34,15.4,58.7
48.6,63.4,42.2,-19.3,63,10.1,27
0,143.3,925.4,-53.4,149,30,388.6
48,100.4,549.3,-46.2,54,24.7,275.4
46.6,88.4,292,-34.1,36,17.9,162.6
23.1,130.5,509.2,-45.3,40,23.4,246.4
34,112.2,857.3,-23.2,21,22,345
35.8,92.8,257.5,-34.4,29,17.4,141.5
47.4,89.5,206.8,-26.8,64,15.2,116.5
42.1,232.7,5174.4,-114.8,113,54,1806.7
41.6,52.1,29.7,-11.7,49,6.7,22.4
42.5,73.9,46.4,-27,35,13.1,27.1
22.8,56.8,41.3,-14.9,116,8.8,31.8
29.1,69.3,92,-32.3,32,13.8,55.4
46.3,92.1,301.6,-33.4,121,17.1,174.7
48.2,94.9,229.8,-37.9,31,17.6,131.3
0,117.3,867.2,-61.5,67,20.1,353.5
0,55.5,18.1,-24.9,46,8.5,15.1
39.7,46.7,46.3,-24.3,14,7.9,31.7
46.4,213.4,2881.7,-99.9,92,46.8,927.6
31.5,88.4,511.5,-36.4,28,18.8,259.9
26.6,71.4,142,-24,88,12,80.9
